,Year,State,Gender,Deaths,Population,Crude Rate
1727,2016.0,Colorado,Male,906.0,2785818.0,32.5
1728,2016.0,Connecticut,Female,115.0,1830837.0,6.3
1729,2016.0,Connecticut,Male,281.0,1745615.0,16.1
1730,2016.0,Delaware,Female,21.0,491395.0,4.3
1731,2016.0,Delaware,Male,98.0,460670.0,21.3
1732,2016.0,District of Columbia,Male,33.0,323230.0,10.2
1733,2016.0,Florida,Female,785.0,10542288.0,7.4
1734,2016.0,Florida,Male,2352.0,10070151.0,23.4
1735,2016.0,Georgia,Female,311.0,5289906.0,5.9
1736,2016.0,Georgia,Male,1092.0,5020465.0,21.8
1737,2016.0,Hawaii,Female,29.0,710942.0,4.1
1738,2016.0,Hawaii,Male,145.0,717615.0,20.2
1739,2016.0,Idaho,Female,82.0,839608.0,9.8
1740,2016.0,Idaho,Male,269.0,843532.0,31.9
1741,2016.0,Illinois,Female,316.0,6509748.0,4.9
1742,2016.0,Illinois,Male,1098.0,6291791.0,17.5
1743,2016.0,Indiana,Female,194.0,3363491.0,5.8
1744,2016.0,Indiana,Male,839.0,3269562.0,25.7
1745,2016.0,Iowa,Female,78.0,1575574.0,5
1746,2016.0,Iowa,Male,372.0,1559119.0,23.9
1747,2016.0,Kansas,Female,113.0,1459530.0,7.7
1748,2016.0,Kansas,Male,402.0,1447759.0,27.8
1749,2016.0,Kentucky,Female,164.0,2250421.0,7.3
1750,2016.0,Kentucky,Male,592.0,2186553.0,27.1
1751,2016.0,Louisiana,Female,164.0,2392296.0,6.9
1752,2016.0,Louisiana,Male,513.0,2289370.0,22.4
1753,2016.0,Maine,Female,54.0,678894.0,8
1754,2016.0,Maine,Male,171.0,652585.0,26.2
1755,2016.0,Maryland,Female,115.0,3101981.0,3.7
1756,2016.0,Maryland,Male,470.0,2914466.0,16.1
1757,2016.0,Massachusetts,Female,146.0,3506128.0,4.2
1758,2016.0,Massachusetts,Male,484.0,3305651.0,14.6
1759,2016.0,Michigan,Female,300.0,5043554.0,5.9
1760,2016.0,Michigan,Male,1062.0,4884746.0,21.7
1761,2016.0,Minnesota,Female,164.0,2772322.0,5.9
1762,2016.0,Minnesota,Male,581.0,2747630.0,21.1
1763,2016.0,Mississippi,Female,79.0,1539934.0,5.1
1764,2016.0,Mississippi,Male,304.0,1448792.0,21
1765,2016.0,Missouri,Female,270.0,3100965.0,8.7
1766,2016.0,Missouri,Male,863.0,2992035.0,28.8
1767,2016.0,Montana,Female,47.0,517745.0,9.1
1768,2016.0,Montana,Male,220.0,524775.0,41.9
1769,2016.0,Nebraska,Female,44.0,956445.0,4.6
1770,2016.0,Nebraska,Male,202.0,950671.0,21.2
1771,2016.0,Nevada,Female,163.0,1466061.0,11.1
1772,2016.0,Nevada,Male,487.0,1473997.0,33
1773,2016.0,New Hampshire,Female,61.0,673935.0,9.1
1774,2016.0,New Hampshire,Male,183.0,660860.0,27.7
1775,2016.0,New Jersey,Female,155.0,4576725.0,3.4
1776,2016.0,New Jersey,Male,530.0,4367744.0,12.1
1777,2016.0,New Mexico,Female,107.0,1050352.0,10.2
1778,2016.0,New Mexico,Male,364.0,1030663.0,35.3
1779,2016.0,New York,Female,411.0,10157924.0,4
1780,2016.0,New York,Male,1264.0,9587365.0,13.2
1781,2016.0,North Carolina,Female,359.0,5213836.0,6.9
1782,2016.0,North Carolina,Male,1011.0,4932952.0,20.5
1783,2016.0,North Dakota,Female,27.0,368978.0,7.3
1784,2016.0,North Dakota,Male,113.0,388974.0,29.1
1785,2016.0,Ohio,Female,365.0,5922679.0,6.2
1786,2016.0,Ohio,Male,1340.0,5691694.0,23.5
1787,2016.0,Oklahoma,Female,161.0,1979658.0,8.1
1788,2016.0,Oklahoma,Male,660.0,1943903.0,34
1789,2016.0,Oregon,Female,189.0,2066455.0,9.1
1790,2016.0,Oregon,Male,582.0,2027010.0,28.7
1791,2016.0,Pennsylvania,Female,437.0,6523033.0,6.7
1792,2016.0,Pennsylvania,Male,1530.0,6261194.0,24.4
1793,2016.0,Rhode Island,Female,32.0,543345.0,5.9
1794,2016.0,Rhode Island,Male,94.0,513081.0,18.3
1795,2016.0,South Carolina,Female,204.0,2553185.0,8
1796,2016.0,South Carolina,Male,611.0,2407934.0,25.4
1797,2016.0,South Dakota,Female,36.0,429182.0,8.4
1798,2016.0,South Dakota,Male,127.0,436272.0,29.1
1799,2016.0,Tennessee,Female,253.0,3408679.0,7.4
1800,2016.0,Tennessee,Male,855.0,3242515.0,26.4
1801,2016.0,Texas,Female,766.0,14031164.0,5.5
1802,2016.0,Texas,Male,2711.0,13831432.0,19.6
1803,2016.0,Utah,Female,153.0,1515323.0,10.1
1804,2016.0,Utah,Male,467.0,1535894.0,30.4
1805,2016.0,Vermont,Female,24.0,316128.0,7.6
1806,2016.0,Vermont,Male,93.0,308466.0,30.1
1807,2016.0,Virginia,Female,286.0,4274994.0,6.7
1808,2016.0,Virginia,Male,878.0,4136814.0,21.2
1809,2016.0,Washington,Female,247.0,3646600.0,6.8
1810,2016.0,Washington,Male,887.0,3641400.0,24.4
1811,2016.0,West Virginia,Female,82.0,925159.0,8.9
1812,2016.0,West Virginia,Male,279.0,905943.0,30.8
1813,2016.0,Wisconsin,Female,187.0,2905282.0,6.4
1814,2016.0,Wisconsin,Male,678.0,2873426.0,23.6
1815,2016.0,Wyoming,Female,32.0,286559.0,11.2
1816,2016.0,Wyoming,Male,112.0,298942.0,37.5
1817,2017.0,Alabama,Female,150.0,2514911.0,6
1818,2017.0,Alabama,Male,685.0,2359836.0,29
1819,2017.0,Alaska,Female,41.0,353003.0,11.6
1820,2017.0,Alaska,Male,159.0,386792.0,41.1
1821,2017.0,Arizona,Female,310.0,3527969.0,8.8
1822,2017.0,Arizona,Male,1015.0,3488301.0,29.1
1823,2017.0,Arkansas,Female,147.0,1528215.0,9.6
1824,2017.0,Arkansas,Male,485.0,1476064.0,32.9
1825,2017.0,California,Female,955.0,19889100.0,4.8
1826,2017.0,California,Male,3345.0,19647553.0,17
1827,2017.0,Colorado,Female,278.0,2784821.0,10
1828,2017.0,Colorado,Male,900.0,2822333.0,31.9
1829,2017.0,Connecticut,Female,97.0,1836384.0,5.3
1830,2017.0,Connecticut,Male,308.0,1751800.0,17.6
1831,2017.0,Delaware,Female,14.0,496425.0,Unreliable
1832,2017.0,Delaware,Male,98.0,465514.0,21.1
1833,2017.0,District of Columbia,Female,12.0,364773.0,Unreliable
1834,2017.0,District of Columbia,Male,35.0,329199.0,10.6
1835,2017.0,Florida,Female,732.0,10727581.0,6.8
1836,2017.0,Florida,Male,2487.0,10256819.0,24.2
1837,2017.0,Georgia,Female,345.0,5353872.0,6.4
1838,2017.0,Georgia,Male,1105.0,5075507.0,21.8
1839,2017.0,Hawaii,Female,58.0,711451.0,8.2
1840,2017.0,Hawaii,Male,169.0,716087.0,23.6
1841,2017.0,Idaho,Female,72.0,856485.0,8.4
1842,2017.0,Idaho,Male,320.0,860458.0,37.2
1843,2017.0,Illinois,Female,324.0,6509545.0,5
1844,2017.0,Illinois,Male,1148.0,6292478.0,18.2
1845,2017.0,Indiana,Female,196.0,3379723.0,5.8
1846,2017.0,Indiana,Male,896.0,3287095.0,27.3
1847,2017.0,Iowa,Female,93.0,1580978.0,5.9
1848,2017.0,Iowa,Male,385.0,1564733.0,24.6
1849,2017.0,Kansas,Female,119.0,1461167.0,8.1
1850,2017.0,Kansas,Male,433.0,1451956.0,29.8
1851,2017.0,Kentucky,Female,149.0,2259871.0,6.6
1852,2017.0,Kentucky,Male,617.0,2194318.0,28.1
1853,2017.0,Louisiana,Female,159.0,2394887.0,6.6
1854,2017.0,Louisiana,Male,561.0,2289446.0,24.5
1855,2017.0,Maine,Female,58.0,681387.0,8.5
1856,2017.0,Maine,Male,216.0,654520.0,33
1857,2017.0,Maryland,Female,143.0,3118023.0,4.6
1858,2017.0,Maryland,Male,487.0,2934154.0,16.6
1859,2017.0,Massachusetts,Female,161.0,3529454.0,4.6
1860,2017.0,Massachusetts,Male,521.0,3330365.0,15.6
1861,2017.0,Michigan,Female,307.0,5058559.0,6.1
1862,2017.0,Michigan,Male,1149.0,4903752.0,23.4
1863,2017.0,Minnesota,Female,156.0,2799760.0,5.6
1864,2017.0,Minnesota,Male,622.0,2776846.0,22.4
1865,2017.0,Mississippi,Female,87.0,1538222.0,5.7
1866,2017.0,Mississippi,Male,356.0,1445878.0,24.6
1867,2017.0,Missouri,Female,231.0,3111296.0,7.4
1868,2017.0,Missouri,Male,920.0,3002236.0,30.6
1869,2017.0,Montana,Female,65.0,521537.0,12.5
1870,2017.0,Montana,Male,246.0,528956.0,46.5
1871,2017.0,Nebraska,Female,54.0,961945.0,5.6
1872,2017.0,Nebraska,Male,221.0,958131.0,23.1
1873,2017.0,Nevada,Female,164.0,1494290.0,11
1874,2017.0,Nevada,Male,463.0,1503749.0,30.8
1875,2017.0,New Hampshire,Female,59.0,677786.0,8.7
1876,2017.0,New Hampshire,Male,206.0,665009.0,31
1877,2017.0,New Jersey,Female,205.0,4609070.0,4.4
1878,2017.0,New Jersey,Male,590.0,4396574.0,13.4
1879,2017.0,New Mexico,Female,109.0,1053926.0,10.3
1880,2017.0,New Mexico,Male,382.0,1034144.0,36.9
1881,2017.0,New York,Female,403.0,10211937.0,3.9
1882,2017.0,New York,Male,1293.0,9637462.0,13.4
1883,2017.0,North Carolina,Female,343.0,5271981.0,6.5
1884,2017.0,North Carolina,Male,1178.0,5001438.0,23.6
1885,2017.0,North Dakota,Female,30.0,368094.0,8.2
1886,2017.0,North Dakota,Male,125.0,387299.0,32.3
1887,2017.0,Ohio,Female,328.0,5945509.0,5.5
1888,2017.0,Ohio,Male,1411.0,5713100.0,24.7
1889,2017.0,Oklahoma,Female,182.0,1983302.0,9.2
1890,2017.0,Oklahoma,Male,574.0,1947562.0,29.5
1891,2017.0,Oregon,Female,195.0,2089787.0,9.3
1892,2017.0,Oregon,Male,629.0,2052989.0,30.6
1893,2017.0,Pennsylvania,Female,463.0,6534208.0,7.1
1894,2017.0,Pennsylvania,Male,1567.0,6271329.0,25
1895,2017.0,Rhode Island,Female,31.0,544648.0,5.7
1896,2017.0,Rhode Island,Male,98.0,514991.0,19
1897,2017.0,South Carolina,Female,191.0,2586682.0,7.4
1898,2017.0,South Carolina,Male,647.0,2437687.0,26.5
1899,2017.0,South Dakota,Female,37.0,430706.0,8.6
1900,2017.0,South Dakota,Male,154.0,438960.0,35.1
1901,2017.0,Tennessee,Female,257.0,3440018.0,7.5
1902,2017.0,Tennessee,Male,908.0,3275966.0,27.7
1903,2017.0,Texas,Female,815.0,14242803.0,5.7
1904,2017.0,Texas,Male,2954.0,14061793.0,21
1905,2017.0,Utah,Female,164.0,1540145.0,10.6
1906,2017.0,Utah,Male,499.0,1561688.0,32
1907,2017.0,Vermont,Female,29.0,315401.0,9.2
1908,2017.0,Vermont,Male,82.0,308256.0,26.6
1909,2017.0,Virginia,Female,259.0,4303293.0,6
1910,2017.0,Virginia,Male,917.0,4166727.0,22
1911,2017.0,Washington,Female,295.0,3702270.0,8
1912,2017.0,Washington,Male,999.0,3703473.0,27
1913,2017.0,West Virginia,Female,86.0,917237.0,9.4
1914,2017.0,West Virginia,Male,306.0,898620.0,34.1
1915,2017.0,Wisconsin,Female,198.0,2912745.0,6.8
1916,2017.0,Wisconsin,Male,727.0,2882738.0,25.2
1917,2017.0,Wyoming,Female,29.0,283877.0,10.2
1918,2017.0,Wyoming,Male,128.0,295438.0,43.3
1919,2018.0,Alabama,Female,181.0,2523756.0,7.2
1920,2018.0,Alabama,Male,642.0,2364115.0,27.2
1921,2018.0,Alaska,Female,40.0,352865.0,11.3
1922,2018.0,Alaska,Male,144.0,384573.0,37.4
1923,2018.0,Arizona,Female,289.0,3606307.0,8
1924,2018.0,Arizona,Male,1147.0,3565339.0,32.2
1925,2018.0,Arkansas,Female,120.0,1533682.0,7.8
1926,2018.0,Arkansas,Male,435.0,1480143.0,29.4
1927,2018.0,California,Female,1000.0,19893468.0,5
1928,2018.0,California,Male,3484.0,19663577.0,17.7
1929,2018.0,Colorado,Female,300.0,2827696.0,10.6
1930,2018.0,Colorado,Male,982.0,2867868.0,34.2
1931,2018.0,Connecticut,Female,106.0,1829270.0,5.8
1932,2018.0,Connecticut,Male,313.0,1743395.0,18
1933,2018.0,Delaware,Female,20.0,499244.0,4
1934,2018.0,Delaware,Male,93.0,467927.0,19.9
1935,2018.0,District of Columbia,Female,14.0,369148.0,Unreliable
1936,2018.0,District of Columbia,Male,40.0,333307.0,12
1937,2018.0,Florida,Female,767.0,10887548.0,7
1938,2018.0,Florida,Male,2797.0,10411777.0,26.9
1939,2018.0,Georgia,Female,352.0,5404059.0,6.5
1940,2018.0,Georgia,Male,1217.0,5115416.0,23.8
1941,2018.0,Hawaii,Female,40.0,709489.0,5.6
1942,2018.0,Hawaii,Male,136.0,711002.0,19.1
1943,2018.0,Idaho,Female,92.0,875131.0,10.5
1944,2018.0,Idaho,Male,325.0,879077.0,37
1945,2018.0,Illinois,Female,327.0,6480179.0,5
1946,2018.0,Illinois,Male,1161.0,6260901.0,18.5
1947,2018.0,Indiana,Female,251.0,3391576.0,7.4
1948,2018.0,Indiana,Male,828.0,3300302.0,25.1
1949,2018.0,Iowa,Female,87.0,1585338.0,5.5
1950,2018.0,Iowa,Male,403.0,1570807.0,25.7
1951,2018.0,Kansas,Female,118.0,1461099.0,8.1
1952,2018.0,Kansas,Male,438.0,1450406.0,30.2
1953,2018.0,Kentucky,Female,140.0,2266891.0,6.2
1954,2018.0,Kentucky,Male,660.0,2201511.0,30
1955,2018.0,Louisiana,Female,161.0,2385219.0,6.7
1956,2018.0,Louisiana,Male,558.0,2274759.0,24.5
1957,2018.0,Maine,Female,52.0,683031.0,7.6
1958,2018.0,Maine,Male,218.0,655373.0,33.3
1959,2018.0,Maryland,Female,165.0,3113797.0,5.3
1960,2018.0,Maryland,Male,485.0,2928921.0,16.6
1961,2018.0,Massachusetts,Female,181.0,3551621.0,5.1
1962,2018.0,Massachusetts,Male,558.0,3350528.0,16.7
1963,2018.0,Michigan,Female,314.0,5073772.0,6.2
1964,2018.0,Michigan,Male,1233.0,4922143.0,25.1
1965,2018.0,Minnesota,Female,135.0,2816378.0,4.8
1966,2018.0,Minnesota,Male,603.0,2794801.0,21.6
1967,2018.0,Mississippi,Female,79.0,1538795.0,5.1
1968,2018.0,Mississippi,Male,342.0,1447735.0,23.6
1969,2018.0,Missouri,Female,269.0,3118889.0,8.6
1970,2018.0,Missouri,Male,961.0,3007563.0,32
1971,2018.0,Montana,Female,58.0,527453.0,11
1972,2018.0,Montana,Male,207.0,534852.0,38.7
1973,2018.0,Nebraska,Female,47.0,965886.0,4.9
1974,2018.0,Nebraska,Male,224.0,963382.0,23.3
1975,2018.0,Nevada,Female,165.0,1512837.0,10.9
1976,2018.0,Nevada,Male,492.0,1521555.0,32.3
1977,2018.0,New Hampshire,Female,56.0,684192.0,8.2
1978,2018.0,New Hampshire,Male,223.0,672266.0,33.2
1979,2018.0,New Jersey,Female,186.0,4556326.0,4.1
1980,2018.0,New Jersey,Male,592.0,4352194.0,13.6
1981,2018.0,New Mexico,Female,133.0,1058143.0,12.6
1982,2018.0,New Mexico,Male,402.0,1037285.0,38.8
1983,2018.0,New York,Female,379.0,10053779.0,3.8
1984,2018.0,New York,Male,1341.0,9488430.0,14.1
1985,2018.0,North Carolina,Female,328.0,5332759.0,6.2
1986,2018.0,North Carolina,Male,1166.0,5050861.0,23.1
1987,2018.0,North Dakota,Female,36.0,370727.0,9.7
1988,2018.0,North Dakota,Male,110.0,389350.0,28.3
1989,2018.0,Ohio,Female,387.0,5958724.0,6.5
1990,2018.0,Ohio,Male,1448.0,5730718.0,25.3
1991,2018.0,Oklahoma,Female,168.0,1990033.0,8.4
1992,2018.0,Oklahoma,Male,622.0,1953046.0,31.8
1993,2018.0,Oregon,Female,212.0,2113219.0,10
1994,2018.0,Oregon,Male,632.0,2077494.0,30.4
1995,2018.0,Pennsylvania,Female,424.0,6532400.0,6.5
1996,2018.0,Pennsylvania,Male,1590.0,6274660.0,25.3
1997,2018.0,Rhode Island,Female,24.0,542983.0,4.4
1998,2018.0,Rhode Island,Male,82.0,514332.0,15.9
1999,2018.0,South Carolina,Female,170.0,2620801.0,6.5
2000,2018.0,South Carolina,Male,640.0,2463326.0,26
2001,2018.0,South Dakota,Female,43.0,436704.0,9.8
2002,2018.0,South Dakota,Male,124.0,445531.0,27.8
2003,2018.0,Tennessee,Female,275.0,3467086.0,7.9
2004,2018.0,Tennessee,Male,886.0,3302924.0,26.8
2005,2018.0,Texas,Female,820.0,14441739.0,5.7
2006,2018.0,Texas,Male,3108.0,14260106.0,21.8
2007,2018.0,Utah,Female,148.0,1568962.0,9.4
2008,2018.0,Utah,Male,516.0,1592143.0,32.4
2009,2018.0,Vermont,Female,23.0,317047.0,7.3
2010,2018.0,Vermont,Male,102.0,309252.0,33
2011,2018.0,Virginia,Female,294.0,4327037.0,6.8
2012,2018.0,Virginia,Male,948.0,4190648.0,22.6
2013,2018.0,Washington,Female,316.0,3765680.0,8.4
2014,2018.0,Washington,Male,935.0,3769911.0,24.8
2015,2018.0,West Virginia,Female,79.0,911492.0,8.7
2016,2018.0,West Virginia,Male,316.0,894340.0,35.3
2017,2018.0,Wisconsin,Female,167.0,2921295.0,5.7
2018,2018.0,Wisconsin,Male,721.0,2892273.0,24.9
2019,2018.0,Wyoming,Female,39.0,283203.0,13.8
2020,2018.0,Wyoming,Male,108.0,294534.0,36.7
2021,2019.0,Alabama,Female,174.0,2533668.0,6.9
2022,2019.0,Alabama,Male,630.0,2369517.0,26.6
2023,2019.0,Alaska,Female,42.0,350127.0,12
2024,2019.0,Alaska,Male,168.0,381418.0,44
2025,2019.0,Arizona,Female,314.0,3661420.0,8.6
2026,2019.0,Arizona,Male,1103.0,3617297.0,30.5
2027,2019.0,Arkansas,Female,106.0,1536188.0,6.9
2028,2019.0,Arkansas,Male,442.0,1481616.0,29.8
2029,2019.0,California,Female,950.0,19867369.0,4.8
2030,2019.0,California,Male,3481.0,19644854.0,17.7
2031,2019.0,Colorado,Female,309.0,2857388.0,10.8
2032,2019.0,Colorado,Male,1002.0,2901348.0,34.5
2033,2019.0,Connecticut,Female,104.0,1825870.0,5.7
2034,2019.0,Connecticut,Male,331.0,1739417.0,19
2035,2019.0,Delaware,Female,31.0,502971.0,6.2
2036,2019.0,Delaware,Male,80.0,470793.0,17
2037,2019.0,District of Columbia,Female,15.0,371038.0,Unreliable
2038,2019.0,District of Columbia,Male,29.0,334711.0,8.7
2039,2019.0,Florida,Female,797.0,10980681.0,7.3
2040,2019.0,Florida,Male,2665.0,10497056.0,25.4
2041,2019.0,Georgia,Female,342.0,5456999.0,6.3
2042,2019.0,Georgia,Male,1242.0,5160424.0,24.1
2043,2019.0,Hawaii,Female,42.0,707832.0,5.9
2044,2019.0,Hawaii,Male,182.0,708040.0,25.7
2045,2019.0,Idaho,Female,80.0,891137.0,9
2046,2019.0,Idaho,Male,285.0,895928.0,31.8
2047,2019.0,Illinois,Female,328.0,6445263.0,5.1
2048,2019.0,Illinois,Male,1111.0,6226558.0,17.8
2049,2019.0,Indiana,Female,177.0,3411859.0,5.2
2050,2019.0,Indiana,Male,795.0,3320360.0,23.9
2051,2019.0,Iowa,Female,97.0,1583995.0,6.1
2052,2019.0,Iowa,Male,430.0,1571075.0,27.4
2053,2019.0,Kansas,Female,107.0,1461617.0,7.3
2054,2019.0,Kansas,Male,416.0,1451697.0,28.7
2055,2019.0,Kentucky,Female,160.0,2266644.0,7.1
2056,2019.0,Kentucky,Male,596.0,2201029.0,27.1
2057,2019.0,Louisiana,Female,140.0,2381744.0,5.9
2058,2019.0,Louisiana,Male,564.0,2267050.0,24.9
2059,2019.0,Maine,Female,50.0,686100.0,7.3
2060,2019.0,Maine,Male,225.0,658112.0,34.2
2061,2019.0,Maryland,Female,130.0,3116815.0,4.2
2062,2019.0,Maryland,Male,527.0,2928865.0,18
2063,2019.0,Massachusetts,Female,158.0,3546935.0,4.5
2064,2019.0,Massachusetts,Male,489.0,3345568.0,14.6
2065,2019.0,Michigan,Female,303.0,5068329.0,6
2066,2019.0,Michigan,Male,1169.0,4918528.0,23.8
2067,2019.0,Minnesota,Female,192.0,2829821.0,6.8
2068,2019.0,Minnesota,Male,637.0,2809811.0,22.7
2069,2019.0,Mississippi,Female,80.0,1533857.0,5.2
2070,2019.0,Mississippi,Male,356.0,1442292.0,24.7
2071,2019.0,Missouri,Female,211.0,3124766.0,6.8
2072,2019.0,Missouri,Male,928.0,3012662.0,30.8
2073,2019.0,Montana,Female,79.0,530712.0,14.9
2074,2019.0,Montana,Male,210.0,538066.0,39
2075,2019.0,Nebraska,Female,61.0,967959.0,6.3
2076,2019.0,Nebraska,Male,248.0,966449.0,25.7
2077,2019.0,Nevada,Female,136.0,1535329.0,8.9
2078,2019.0,Nevada,Male,506.0,1544827.0,32.8
2079,2019.0,New Hampshire,Female,49.0,685918.0,7.1
2080,2019.0,New Hampshire,Male,206.0,673793.0,30.6
2081,2019.0,New Jersey,Female,192.0,4541603.0,4.2
2082,2019.0,New Jersey,Male,570.0,4340587.0,13.1
2083,2019.0,New Mexico,Female,116.0,1059397.0,10.9
2084,2019.0,New Mexico,Male,397.0,1037432.0,38.3
2085,2019.0,New York,Female,386.0,10005715.0,3.9
2086,2019.0,New York,Male,1318.0,9447846.0,14
2087,2019.0,North Carolina,Female,305.0,5387820.0,5.7
2088,2019.0,North Carolina,Male,1052.0,5100264.0,20.6
2089,2019.0,North Dakota,Female,23.0,372030.0,6.2
2090,2019.0,North Dakota,Male,113.0,390032.0,29
2091,2019.0,Ohio,Female,352.0,5958538.0,5.9
2092,2019.0,Ohio,Male,1453.0,5730562.0,25.4
2093,2019.0,Oklahoma,Female,161.0,1996313.0,8.1
2094,2019.0,Oklahoma,Male,655.0,1960658.0,33.4
2095,2019.0,Oregon,Female,223.0,2127010.0,10.5
2096,2019.0,Oregon,Male,683.0,2090727.0,32.7
2097,2019.0,Pennsylvania,Female,400.0,6527628.0,6.1
2098,2019.0,Pennsylvania,Male,1494.0,6274361.0,23.8
2099,2019.0,Rhode Island,Female,34.0,543686.0,6.3
2100,2019.0,Rhode Island,Male,89.0,515675.0,17.3
2101,2019.0,South Carolina,Female,166.0,2655575.0,6.3
2102,2019.0,South Carolina,Male,686.0,2493139.0,27.5
2103,2019.0,South Dakota,Female,32.0,437902.0,7.3
2104,2019.0,South Dakota,Male,150.0,446757.0,33.6
2105,2019.0,Tennessee,Female,278.0,3496935.0,7.9
2106,2019.0,Tennessee,Male,941.0,3332239.0,28.2
2107,2019.0,Texas,Female,853.0,14593179.0,5.8
2108,2019.0,Texas,Male,3034.0,14402702.0,21.1
2109,2019.0,Utah,Female,141.0,1591041.0,8.9
2110,2019.0,Utah,Male,512.0,1614917.0,31.7
2111,2019.0,Vermont,Female,25.0,315673.0,7.9
2112,2019.0,Vermont,Male,85.0,308316.0,27.6
2113,2019.0,Virginia,Female,255.0,4335262.0,5.9
2114,2019.0,Virginia,Male,884.0,4200257.0,21
2115,2019.0,Washington,Female,266.0,3802910.0,7
2116,2019.0,Washington,Male,996.0,3811983.0,26.1
2117,2019.0,West Virginia,Female,75.0,904377.0,8.3
2118,2019.0,West Virginia,Male,256.0,887770.0,28.8
2119,2019.0,Wisconsin,Female,176.0,2925225.0,6
2120,2019.0,Wisconsin,Male,667.0,2897209.0,23
2121,2019.0,Wyoming,Female,23.0,284029.0,8.1
2122,2019.0,Wyoming,Male,147.0,294730.0,49.9
2123,2020.0,Alabama,Female,166.0,2544566.0,6.5
2124,2020.0,Alabama,Male,627.0,2376966.0,26.4
2125,2020.0,Alaska,Female,39.0,349621.0,11.2
2126,2020.0,Alaska,Male,165.0,381537.0,43.2
2127,2020.0,Arizona,Female,293.0,3735475.0,7.8
2128,2020.0,Arizona,Male,1070.0,3685926.0,29
2129,2020.0,Arkansas,Female,101.0,1543666.0,6.5
2130,2020.0,Arkansas,Male,482.0,1486856.0,32.4
2131,2020.0,California,Female,920.0,19790589.0,4.6
2132,2020.0,California,Male,3221.0,19577489.0,16.5
2133,2020.0,Colorado,Female,276.0,2881832.0,9.6
2134,2020.0,Colorado,Male,1024.0,2925887.0,35
2135,2020.0,Connecticut,Female,85.0,1822086.0,4.7
2136,2020.0,Connecticut,Male,280.0,1734920.0,16.1
2137,2020.0,Delaware,Female,15.0,510069.0,Unreliable
2138,2020.0,Delaware,Male,109.0,476740.0,22.9
2139,2020.0,District of Columbia,Female,10.0,374884.0,Unreliable
2140,2020.0,District of Columbia,Male,28.0,337932.0,8.3
2141,2020.0,Florida,Female,715.0,11113132.0,6.4
2142,2020.0,Florida,Male,2412.0,10620180.0,22.7
2143,2020.0,Georgia,Female,288.0,5508468.0,5.2
2144,2020.0,Georgia,Male,1202.0,5201549.0,23.1
2145,2020.0,Hawaii,Female,54.0,702640.0,7.7
2146,2020.0,Hawaii,Male,129.0,704366.0,18.3
2147,2020.0,Idaho,Female,79.0,910789.0,8.7
2148,2020.0,Idaho,Male,340.0,916124.0,37.1
2149,2020.0,Illinois,Female,286.0,6402224.0,4.5
2150,2020.0,Illinois,Male,1076.0,6185306.0,17.4
2151,2020.0,Indiana,Female,196.0,3422994.0,5.7
2152,2020.0,Indiana,Male,829.0,3331959.0,24.9
2153,2020.0,Iowa,Female,100.0,1587866.0,6.3
2154,2020.0,Iowa,Male,452.0,1575695.0,28.7
2155,2020.0,Kansas,Female,113.0,1462265.0,7.7
2156,2020.0,Kansas,Male,417.0,1451540.0,28.7
2157,2020.0,Kentucky,Female,125.0,2271906.0,5.5
2158,2020.0,Kentucky,Male,676.0,2205345.0,30.7
2159,2020.0,Louisiana,Female,122.0,2381158.0,5.1
2160,2020.0,Louisiana,Male,519.0,2264160.0,22.9
2161,2020.0,Maine,Female,41.0,688840.0,6
2162,2020.0,Maine,Male,193.0,661301.0,29.2
2163,2020.0,Maryland,Female,109.0,3123228.0,3.5
2164,2020.0,Maryland,Male,476.0,2932574.0,16.2
2165,2020.0,Massachusetts,Female,150.0,3546542.0,4.2
2166,2020.0,Massachusetts,Male,466.0,3347032.0,13.9
2167,2020.0,Michigan,Female,302.0,5058742.0,6
2168,2020.0,Michigan,Male,1141.0,4907813.0,23.2
2169,2020.0,Minnesota,Female,152.0,2838748.0,5.4
2170,2020.0,Minnesota,Male,606.0,2818594.0,21.5
2171,2020.0,Mississippi,Female,61.0,1530971.0,4
2172,2020.0,Mississippi,Male,347.0,1435815.0,24.2
2173,2020.0,Missouri,Female,219.0,3133825.0,7
2174,2020.0,Missouri,Male,905.0,3017723.0,30
2175,2020.0,Montana,Female,60.0,536476.0,11.2
2176,2020.0,Montana,Male,240.0,544101.0,44.1
2177,2020.0,Nebraska,Female,42.0,969739.0,4.3
2178,2020.0,Nebraska,Male,241.0,967813.0,24.9
2179,2020.0,Nevada,Female,120.0,1565619.0,7.7
2180,2020.0,Nevada,Male,482.0,1572640.0,30.6
2181,2020.0,New Hampshire,Female,54.0,689281.0,7.8
2182,2020.0,New Hampshire,Male,180.0,676994.0,26.6
2183,2020.0,New Jersey,Female,154.0,4539322.0,3.4
2184,2020.0,New Jersey,Male,525.0,4343049.0,12.1
2185,2020.0,New Mexico,Female,108.0,1063860.0,10.2
2186,2020.0,New Mexico,Male,407.0,1042459.0,39
2187,2020.0,New York,Female,367.0,9946279.0,3.7
2188,2020.0,New York,Male,1275.0,9390497.0,13.6
2189,2020.0,North Carolina,Female,299.0,5448241.0,5.5
2190,2020.0,North Carolina,Male,1142.0,5152582.0,22.2
2191,2020.0,North Dakota,Female,26.0,373494.0,7
